Word,Clue
NIHAO,Mandarin greeting
UTURN,Maneuver upon missing a GPS instruction
MANNS,Manfred ___ Earth Band
EIGEN,"Manfred ___, 1967 Chemistry Nobelist"
DRINK,"Manhattan, for one"
SEATO,Manila Pact grp.
GAITS,Manners of walking
JAYNE,Mansfield of old Hollywood
NEUER,"Manuel ___, German soccer star called a ""sweeper-keeper"""
SYNTH,"Manufactured drug, for short"
ELSAS,"Many ""Frozen""-inspired Halloween costumes"
UBOLT,"Many a bike lock, essentially"
SPRAY,Many a cologne
LCDTV,Many a flat-screen
OLDIE,"Many a goodie, they say"
SENOR,Many a Madrile̱o
TORSO,Many a marble bust
LITHO,"Many an art print, informally"
AOLER,Many an early Internet adopter
GOFER,Many an intern
NSTAR,Many an old red giant
GRIDS,Many city layouts
HDTVS,Many flat screens
MUTTS,Many rescues
ENGRS,Many Rice grads: Abbr.
SHOTS,Many vaccinations
TALES,Many works of Edgar Allan Poe
LOTSA,"Many, informally"
INSET,Map feature
CARTA,"Map of Mexico, e.g."
BURIN,Marble worker's tool
TRAMP,March
ALAMB,"March goes out like this, as the expression goes"
NCAAS,"March Madness, with ""the"""
FIFES,Marching band instruments
BANDS,Marching halftime crews
TUBBS,Marcus or Winfred of the N.F.L.
STEED,"Marengo, for Napoleon"
MANES,Mares' hair
KEANE,"Margaret ___, artist known for painting subjects with big eyes"
LIMES,Margarita garnishes
REINE,"Marie Antoinette, par exemple"
MCCOO,"Marilyn ___, singer with the 5th Dimension"
BOATS,Marina sights
RACER,Mario Kart contestant
LANZA,"Mario with the 1951 #1 hit ""Be My Love"""
MONDO,Mario's world
TOMEI,"Marisa of ""My Cousin Vinny"""
PATSY,Mark
BINDI,Mark on the foreheads of Hindu women
XEDIN,"Marked, as a ballot"
BUYER,Marketer's target
ISLED,"Marooned, in a way"
BANNS,Marriage announcement
DOWRY,Marriage money
MATIN,Marseille morning
SORAS,Marsh birds
MURAT,Marshal under Napoleon
WUSHU,Martial art with rhyming syllables
RAMON,Martin Sheen's real first name
ROSSI,Martini & ___
PELEE,Martinique volcano
MCFLY,"Marty ___, ""Back to the Future"" protagonist"
DEARE,Mary ___ (doomed ship)
NANNY,"Mary Poppins, for one"
WANDS,Mascara applicators
SMEAR,Mascara mishap
ILONA,Massey of old movies
ENORM,"Massive, in poetry"
OSTAR,"Massive, very hot celestial orb"
CHURN,"Mass-produce, with ""out"""
SPRIT,Mast extension
ELGAR,Master of the King's Music under George V
COUPS,Masterful moves
SYNCH,Match (up)
JDATE,Matchmaking site available in Hebrew
SOCKS,Matchmaking targets?
PYREX,Material for a baking vessel
GRIST,Material for a mill
GLASS,Material for Cinderella's slipper
SLUSH,Material in two states
SUEDE,Material whose name is a Scandinavian country in French
ENATE,Maternally related
LEMMA,Mathematical proposition
UNION,Matrimony
LAUER,Matt in the morning
SYDOW,Max von ___
IRISE,"Maya Angelou's ""And Still ___"""
MAIZE,Mayan food staple
WIRED,Maybe too alert
KREBS,"Maynard G. ___ of ""The Many Loves of Dobie Gillis"""
DOUGH,Mazuma
TIKKI,McAloo ___ (burger at McDonald's in India)
MITCH,McConnell of the Senate
SCANT,Meager
SEDER,Meal at which parsley is dipped in salt water
PASTO,"Meal, in Italy"
NASTY,Mean
GULCH,"Mean Miss of ""The Wizard of Oz"""
CURSE,Mean witch's pronouncement
DRIFT,Meaning
TAROT,Means of divination
CHURL,Meanspirited person
BEATS,Measure of a heart rate
KARAT,Measure of gold purity
CLOCK,"Measure, as a runner"
SIZED,Measured
OFFAL,Meat scraps
SAUDI,Mecca resident
VALOR,Medal-worthy mettle
EVERS,"Medgar who said ""You can kill a man, but you can't kill an idea"""
AGARS,Media for scientists
PARTB,Medicare section
HANSA,Medieval merchants' guild
HANSE,Medieval merchants' guild
BARDS,Medieval poets
CPLUS,Mediocre grade
TROPE,"Meet-cute in a romance film, e.g."
GLOOM,Melancholy
YELLO,Mello ___ (soft drink)
TEMAS,Melodic subjects in music
CELLO,Member of a chamber group
XENON,Member of a noble family
FAUVE,Member of an early 20th-century French art movement
CONDI,Member of Dubya's cabinet
MAMMA,Member of la famiglia
STRUG,"Member of the ""magnificent"" 1996 U.S. women's gymnastics team"
PROLE,Member of the working class
BIRDS,Members of bevies and broods
BEBES,Members of la famille
AMIES,Members of une sororite
NOTER,Memo taker
RESEW,"Mend, as a torn seam"
DARNS,"Mends, in a way"
LOWLY,Menial
FLAKY,Mentally erratic
RESAY,Mention again
CARTE,Menu at un caf̩
SPICY,Menu caution
GOODS,Merchandise
NETTY,Meshlike
BOTCH,Mess up
HUGME,Message on a candy heart
ILUVU,Message on a candy heart
TWEET,"Message that, despite the name, isn't necessarily chirpy"
TEXTS,Messages that may include emojis
SEXTS,Messages you don't want to send to your parents accidentally
DEBRA,"Messing of ""Will & Grace"""
GLOPS,Messy food servings
FERRI,Metallic prefix
CLANK,Metal-on-metal sound
SWAGE,Metalworking tool
STEEL,Metaphor for strength
THORN,Metaphorical source of irritation
ICTUS,Metrical accent
APTNO,Metropolitan address abbr.
MARIE,"Meursault's love in Camus's ""The Stranger"""
AMIGO,Mexican ally
KAHLO,Mexican artist Frida
TORTA,Mexican sandwich
TAXCO,Mexican silver city
EBOLI,"Mezzo-soprano in ""Don Carlos"""
ARTIS,MGM motto ender
STIPE,Michael of R.E.M.
MOORE,"Michael who directed ""Fahrenheit 9/11"""
APTED,"Michael who directed the Bond film ""The World Is Not Enough"""
KORDA,"Michael who wrote ""Charmed Lives"""
COLIN,"Michael's ""Weekend Update"" co-anchor on ""S.N.L."""
PIETA,Michelangelo's only signed work
AKERS,Michelle who was FIFA's Female Player of the Century
CDLIV,Mid fifth-century date
LUNCH,Midday break
NOONS,Middays
KATES,Middleton and Moss
RIYAL,Mideast money
AMEER,Mideast potentate: Var.
REBBE,Mideast title of respect
EMEER,Mideast title: Var.
BETTE,"Midler of ""Beaches"""
CARNY,Midway attention-getter
IOWAS,Midwest tribe
EXMET,"Mike Piazza, beginning in 2006"
FTORD,Mil. base until 1994
ACADS,Mil. schools
KUNIS,"Mila of ""Bad Moms"""
DELLE,Milan's Santa Maria ___ Grazie
CLARO,"Mild, light-colored cigar"
CYRUS,Miley who played Hannah Montana
JEEPS,Military vehicles
DAIRY,"Milk and cheese products, collectively"
LECHE,Milk for un caf̩
UDDER,Milk source on a dairy cow
LACTI,Milk: Prefix
LACTO,Milk: Prefix
TEVYE,Milkman made famous by Zero Mostel
OPALS,Milky gems
GRAIN,Mill fill
LUISA,Miller of opera
MICRA,Millionths of a meter
BERLE,Milton of comedy
OBOTE,Milton who led Uganda to independence
APERY,Mimic's skill
TOWER,"Minaret, e.g."
LODES,Mine locales
ADITS,Miners' entries
KARTS,Mini racing vehicles
KNEES,Mini/midi midpoint
EAGAN,Minneapolis-St. Paul suburb
MIXUP,Minor snafu
WEEST,Minute to the max
QUALM,Misgiving
AMILE,Miss by ___
PIGGY,Miss on TV
SHORT,Missing funds
VIEJO,"Mission ___, Calif."
STJOE,"Missouri city, informally"
ALBOM,"Mitch who wrote ""Tuesdays With Morrie"""
UDALL,"Mo ___, longtime Arizona politician"
BORAT,Mockumentary Kazakh journalist
BALSA,"Model's makeup, often"
ECIGS,"Modern health risks, for short"
SKYPE,Modern kind of call
CYBER,Modern lead-in to space or security
INSTA,Social media platform known for photo sharing
EFILE,Modern tax option
AMISH,Known for their simple lifestyle and rejection of new technology
FRANZ,Modernist Kafka
UTICA,Mohawk Valley city
BEDEW,"Moisten, in a way"
OGEES,Molding curves
CALMS,Mollifies
PICON,Molly of early stage and screen
POPPA,Momma's partner
AUNTY,Mommy's sister
COWLS,Monastery garb
LUNES,"Monday, in Madrid"
KITTY,Money in the middle of a poker table
PESOS,Money of the Philippines
LUCRE,"Money sometimes said to be ""filthy"""
OUTGO,Money spent
YURTS,Mongolian shelters
NEWME,Moniker after a lifestyle change
TUXES,Formal attire for grooms and red carpet events
DEEDS,Monopoly cards
UTILS,Monopoly pair: Abbr.
RENTS,"Basic services such as electricity, water, and gas"
BANDO,Monopoly railroad
ESSAI,Montaigne work
PLATA,Montana motto word
NINER,Fan of the San Francisco football team
CLIFT,"Montgomery of ""The Young Lions"""
JUNIO,Month after mayo
CABLE,"Monthly cost, for many"
EXPOS,"Montreal nine, once"
LAVAL,Montreal suburb
CADGE,Mooch
LOWED,Mooed
DIONE,Moon of Saturn
LUNAR,Moon-related
SULKS,Mopes
ETHIC,Moral code
TRUER,More aligned
APTER,More appropriate
SLIER,More calculating
SURER,More confident
DRIER,"More deadpan, as humor"
SERER,More desertlike
VILER,More despicable
LAXER,More easygoing
HUGER,More epic
OFTER,"More frequently, old-style"
GAYER,More gleeful
SLYER,More Machiavellian
BLUER,More melancholy
BARER,"More minimalist, say"
NEWER,More recent
WRYER,More sardonic
SORER,More teed off
THUMP,More than a gentle tap
WITCH,Casts spells
ABLER,More up to the task
DIRER,More urgent
BASER,More villainous
SANER,More with it
RIPER,"More yellow, but not yet brown, say"
RITAS,Moreno and Hayworth
MINDY,Mork's TV pal
GLORY,Morning ___
SANDL,Mortgage co.
SNERD,"Mortimer ___, dummy of old radio and TV"
TENON,Mortise's counterpart
TILER,Mosaic maker
REUEL,Moses' father-in-law
POKED,Jabbed or nudged
PESTS,Mosquitoes and gnats
HORNS,Most big band instruments
ALIST,Group of top-tier celebrities
MODAL,"Most frequent, statistically"
NOUNS,Parts of speech
RARES,Most highly prized collectible coins
PENNE,Mostaccioli relative
BROOD,Mother hen's responsibility
DANAE,Mother of Perseus
MADRE,"Spanish word for ""mother"""
ROSES,Mother's Day delivery
DROID,"Fictional robotic companion in a galaxy far, far away"
ADVIL,Over-the-counter pain reliever
GETON,Mount
URALS,Mountain chain that stretches from Kazakhstan to the Arctic
PITON,Mountain climber's aid
PUMAS,Mountain lions
OREAD,Mountain nymph
ARETE,Mountain ridge
LODGE,Mountain shelter
ICEAX,Mountaineer's tool
HUMPS,Camels have one or two
ROANS,Mounts with a little white on top?
KNELL,Mournful sound
CRAPE,Mourning band
VOLES,Mouselike rodents
ACERB,Mouth-puckering
MOUSE,Critter known for its ability to squeeze into tight spaces
BUDGE,Move a little bit
SLINK,Move clandestinely
SIDLE,Move crabwise
SKULK,Move stealthily
LURCH,Move suddenly and unsteadily
REPOT,"Move, as a plant"
CREPT,Moved furtively
SWUNG,Moved like a pendulum
SLUNK,"Moved stealthily, colloquially"
PRODS,Moves along
MILLS,Moves around aimlessly
PLODS,Moves like an elephant
SEEPS,Moves like molasses
FLITS,Moves quickly and lightly
RELOS,"Moves, in slang"
BLART,Fictional mall cop
FLICK,"Movie, informally"
ZIPPY,Moving around fast
ABLUR,Moving too quickly to be seen clearly
FIXIT,Mr. ___ (handyman)
ELTON,"Mr. ___, scheming socialite in ""Emma"""
GOMEZ,Hispanic surname shared by singer Selena and actress Sofia
DCCAB,Mr. T vehicle
POTTS,Last name of Tony Stark's loyal assistant
NAINA,Mrs. Boris Yeltsin
WILMA,Mrs. Flintstone
DAVAO,"Mt. Apo's locale, in the Philippines"
DILLS,Pickled cucumbers
DEIFY,Much more than respect
WALLS,Much of a maze
FORMS,Much paperwork
IDEST,Much-abbreviated Latin phrase
AISLE,Much-requested airplane seat
WIVES,Muhammad had 13
TOROS,Muletas are waved at them
ABORC,Multiple-choice options
ENCYC,"Multivolume ref., usually"
RANEE,Mumbai royal
SANIT,Municipal dept.
ARMER,Munitions supplier
DIEGO,Muralist Rivera
EDDIE,"Murphy of ""Dreamgirls"" and ""Trading Places"""
SINEW,Muscle-to-bone connector
BUILT,Muscly
ERATO,Muse of love poetry
MNEME,Muse of memory
ENOKI,Mushroom eaten with udon
FUNGI,"Mushrooms, e.g."
INSTR,Music producer: Abbr.
ASCAP,Music rights org.
HOPIN,Music to a hitchhiker's ears
SEGNO,"Musical ""repeat"" mark"
CODAS,Musical closings
BREVE,Musical equivalent of two whole notes
AMATI,Musical family name from Cremona
NOEAR,Musical insensitivity
GFLAT,Musical note that's a step and a half below A
CRESC,Musical opposite of dimin.
CCLEF,Musical staff sign
CONOR,Musician Oberst or playwright McPherson
DYLAN,Musician who was booed in 1965 for playing electric guitar
LEONS,Musicians Russell and Redbone
FAKIR,Muslim ascetic
FAQIR,Muslim ascetic
HAKIM,Muslim judge
MAHDI,Muslim messiah
NAWAB,Muslim princely title
BURMA,"Myanmar, formerly"
NGAIO,Mystery writer Marsh
ELLIN,Mystery writer Stanley
OUIJA,Mystic's board
MEDEA,Mythical enchantress
MINOS,Mythical king of Crete
NAIAD,Mythical nymph
NIOBE,Mythical woman after whom element 41 is named
IMAGE,N.A.A.C.P. ___ Awards
LARRY,N.B.A. Hall-of-Famer Bird
KYLES,N.B.A. notables Korver and Lowry
TATUM,N.B.A. phenom Jayson
KYRIE,N.B.A. star ___ Irving
KEVIN,N.B.A. superstar Durant
VIKES,"N.F.C. North team, to fans"
FTDIX,"N.J. home of the ""Ultimate Weapon"" monument"
FTLEE,N.J. town next to Palisades Park
EAZYE,"N.W.A member known as ""The Godfather of Gangsta Rap"""
TISCH,N.Y.U.'s ___ School of the Arts
NYETS,Nabokov's nos
ZILCH,Nada
ZIPPO,Nada
CUTEX,Nail care brand
HANES,Name associated with boxers
SARAI,Name changed in Genesis 17:15
ELIAN,Name in 2000 headlines
DONOR,"Name on a building wing, perhaps"
FABER,Name on pencils
NINAS,Names hidden in Al Hirschfeld drawings
ERLES,Namesakes of Perry's creator
IDING,"Naming, informally"
FIRTH,Narrow inlet
ASOUL,Nary ___ (no one)
SINUS,Nasal cavity
SINEX,Nasal spray brand
DENNY,NASCAR champion Hamlin
CONDE,Nast of publishing
BARBS,Nasty comments
VENOM,Nasty words
COLES,Nat and Natalie
HALES,Nathan and others
OATES,"National Book Award winner for ""Them,"" 1970"
JOANN,National chain selling crafts and fabrics
MANGO,National fruit of the Philippines
OSSIE,National Medal of Arts winner Davis
OTOES,Native Americans originally of the Plains
YUMAS,Native Arizonans
CROAT,"Native of Hrvatska, e.g."
YAKUT,Native of NE Siberia
OSSET,Native of the central Caucasus
OSCAR,"NATO alphabet letter in ""NATO"""
KNACK,Natural ability
RIMES,Natural coats
MYNAS,Natural mimics
FITIN,Naturally belong
HIKES,"Nature walks, e.g."
LORAN,Nautical acronym
FLEET,Naval battle group
BRIGS,Naval jails
OUTIE,Navel type
ANIGH,"Near, poetically"
TENTO,"Nearing the bell, maybe"
SPIFF,Neaten (up)
PUPIL,Necessity for a teacher
CRICK,Neck problem
BEADS,Necklace components
MAGES,Necromancers
ROREM,"Ned who composed ""Air Music"""
TIMER,Need in Boggle
CODED,"Needing a key, perhaps"
TAUNT,Needle
ETUIS,Needle and thread holders
PAIGE,Negro leagues legend Satchel
PENNA,Neighbor of Del.
KAUAI,Neighbor of Oahu
LIBYA,Neighbor of Tunisia
KTOWN,"Neighborhood where you might get kimchi, for short"
SOHOS,Neighborhoods in New York and London
LETTS,Neighbors of Estonians
XHOSA,Nelson Mandela's mother tongue
WICCA,Neopagan religion
TYROS,Neophytes
LOUIE,Nephew of Donald Duck
URKEL,Nerd on '90s TV
MOXIE,Nerve
RETIA,Nerve networks
TIZZY,Nervous state
ONELB,Net wt. of many pasta packages
OZARK,Netflix crime drama set in the Midwest
CSPAN,Network for watching Congress
SYSTS,Networks: Abbr.
DESEX,Neuter
NUNCA,"Never, in Nogales"
ASICS,New Balance competitor
YALIE,New Haven Ivy Leaguer
SETON,New Jersey's ___ Hall University
ZUNIS,New Mexican pueblo builders
CHACO,New Mexico's ___ Canyon
COEDS,New students at Princeton or Yale in 1969
DOLAN,New York archbishop Timothy
SIMMS,New York Giants legend Phil
WORLD,New York paper that published the very first crossword (1913)
NYACK,New York town on the Hudson
RADIO,New York's ___ City Music Hall
JACOB,New York's ___ K. Javits Convention Center
SLOAN,New York's Memorial ___ Kettering Cancer Center
KIWIS,New Zealanders
CHUNG,Newscaster Connie
DESKS,Newsroom sights
NORAH,Newswoman O'Donnell
COKIE,Newswoman Roberts
ROBIN,Newswoman Roberts
FROSH,Next year's soph
PINTA,Ni̱a companion
NIGER,Niamey's land
MERCI,Nice nicety
SLAPS,"Nice things to get on the back, but not on the face"
SABAN,"Nick ___, football coach who led both L.S.U. and Alabama to national championships"
NOLTE,"Nick who voices Kuiil on ""The Mandalorian"""
MRCUB,Nickname for baseball great Ernie Banks
DAWGS,Nickname for Cleveland Browns fans
SATCH,Nickname for Louis Armstrong
FATHA,Nickname in early jazz piano
DWADE,"Nickname of the Miami Heat's all-time leader in points, games, assists and steals"
SLICK,Nifty
BOITE,Nightclub
REVES,Nimes dreams
ENNEA,Nine: Prefix
YOSHI,Nintendo dino
ZELDA,Nintendo princess
RURIK,Ninth-century founder of the Russian monarchy
NALDI,Nita of silent films
AZOLE,Nitrogen compound
AZOTE,"Nitrogen, once"
LOUSY,No bueno
TAMED,No longer feral
OUTOF,No longer having in stock
WOKEN,No longer sleeping
LTGOV,No. 2 in the statehouse
CURIE,Nobel Prize winner of 1903 and 1911
SODDY,"Nobelist Frederick ___, pioneer in radiochemistry"
YEATS,Nobelist William Butler ___
GOURD,Noggin
LOUSE,No-goodnik
THEIR,Nonbinary possessive
INDIE,"Nonmainstream, as music"
TABOO,No-no
SKULL,Noodle container?
TONUS,Normal muscle tension
FREYA,Norse love goddess
JUNCO,North American finch
MINOT,North Dakota city
POINT,"North, south, east or west"
YREKA,Northern California town once home to the palindromic ___ Bakery
IGLUS,Northern homes: Var.
LAPPS,Northern Scandinavians
OLAVI,Norwegian king near the end of the first millennium
SPIER,Nosy one
SOHOT,Not ___ (mediocre)
ALICK,Not ___ (none)
REPRO,"Not an original, informally"
FADED,Not as bright
HATED,Not at all popular
LIEUP,Not be able to sleep
WAVER,Not be steadfast
ONTAP,"Not bottled or canned, as beer"
FOGGY,Not clear
BADAT,Not doing well
OTROS,Not esos or estos
ANEAR,"Not far from, in poetry"
CLASH,Not go well together
BROKE,Not having two nickels to rub together
NICHT,Not in Germany?
LOATH,Not inclined
EXTRA,Not included
ALOUD,Not just in one's head
GOBAD,Not keep
UPFOR,Not loath to do
ABEAT,Not miss ___
ADASH,"Not much, in recipes"
KEMPT,Not mussed
INBAD,Not on good terms
INAPT,Not on point
ACUTE,Not quite right
MINOR,"Not requiring much attention, say"
GUSHY,Not reserved
UNMET,"Not satisfied, as expectations"
WORSE,Not so great
TYPEB,"Not so intense, say"
CRASH,Not stay awake any longer
ATILT,Not straight
GIRLY,Not tomboyish
NEWAT,Not used to
CLEAN,"Not using profanity, as a comedian"
UNDUE,Not warranted
LEAKY,Not watertight
UNHIP,Not with the times
AHILL,Not worth ___ of beans
CABOT,Notable voyager of 1497
JAGGY,Notched
OPRAH,Noted book club leader
PAINE,Noted colonial pamphleteer
BACHS,Noted family of German composers
RUBIK,Noted Hungarian puzzler
SOLTI,Noted Hungarian-born conductor
STAFF,Noted lines?
WOOLS,Noted Scottish exports
NIHIL,"Nothing, to Nero"
AGAPE,Noticeably amazed
IDEAS,Notions
RICHE,Nouvelle ___
PROSE,Novel filler
KYLIE,Novelist ___ Tennant
DELIA,Novelist Ephron
TOPAZ,November birthstone
QUANT,"Number cruncher, in Wall Street lingo"
BOOBS,Numbskulls
SIPON,"Nurse, as a beer"
DOSER,"Nurse, at times"
BABES,Nursery contents
BETEL,Nut variety
BIGON,Nuts about
WACKO,Nutsy
THOLE,Oarlock
MUDDY,Obfuscate
THING,Object
FUNDS,Object of a Kickstarter campaign
CRUSH,Object of puppy love
ROMAS,Oblong tomatoes
CONAN,O'Brien of late-night TV
FASTS,Observes one of the Five Pillars of Islam
PREEN,Obsess in front of the mirror
ONCDS,Obsolescent way to store music
BALKY,Obstinate
WREST,Obtain by force
GRIFT,Obtain money illegally
CLEAR,Obvious
OVERT,Obvious
INUSE,Occupied
SATAT,"Occupied, as a table"
DWELT,"Occupied, with ""in"""
SITAT,"Occupy, as a booth"
DEEPS,Ocean areas
MAIDS,"Octet in ""The Twelve Days of Christmas"""
QUIRK,Oddity
TOONE,Odds' end?
ASSYR,Of Nineveh's home: Abbr.
SHADY,Of questionable repute
MALAR,Of the cheek
AMISS,Off
SLURS,Offensive words
LETME,Offer from a volunteer
BOWLS,Offerings from Pottery Barn and Chipotle
LIFTS,Offerings to hitchhikers
MEMOS,Office notes
ICKES,Official in the Clinton White House
KHMER,Official language of Cambodia
FARSI,Official language of Iran
EDILE,Official of ancient Rome
GONZO,Off-the-wall
OUTRE,Off-the-wall
WACKY,Off-the-wall
CATHY,Often-frazzled comics character
MEANY,Ogreish sort
LEIGH,O'Hara's portrayer
BAIUL,"Oksana ___, 1994 Olympic skating wonder"
LAGER,Oktoberfest buy
WURST,Oktoberfest fare
NANOS,Old Apple Store offerings
MACES,Old battle clubs
HAMMS,"Old beer with the ad line ""From the land of sky blue waters"""
OMBER,Old card game
SCUDO,Old coin of Italy
